PLAYER_URL,PLAYER,TEAM_URL,TEAM,AFFILIATION,YEAR,ROUND_NUMBER,ROUND_PICK,OVERALL_PICK
https://www.nba.com/player/202681/,Kyrie Irving,https://www.nba.com/team/1610612739/traditional/,Cleveland Cavaliers,Duke,2011,1,1,1
https://www.nba.com/player/202682/,Derrick Williams,https://www.nba.com/team/1610612750/traditional/,Minnesota Timberwolves,Arizona,2011,1,2,2
https://www.nba.com/player/202683/,Enes Kanter,https://www.nba.com/team/1610612762/traditional/,Utah Jazz,Kentucky,2011,1,3,3
https://www.nba.com/player/202684/,Tristan Thompson,https://www.nba.com/team/1610612739/traditional/,Cleveland Cavaliers,Texas,2011,1,4,4
https://www.nba.com/player/202685/,Jonas Valanciunas,https://www.nba.com/team/1610612761/traditional/,Toronto Raptors,BC Lietuvos rytas (Lithuania),2011,1,5,5
https://www.nba.com/player/202686/,Jan Vesely,https://www.nba.com/team/1610612764/traditional/,Washington Wizards,KK Partizan (Serbia),2011,1,6,6
https://www.nba.com/player/202687/,Bismack Biyombo,https://www.nba.com/team/1610612758/traditional/,Sacramento Kings,Baloncesto Fuenlabrada (Spain),2011,1,7,7
https://www.nba.com/player/202688/,Brandon Knight,https://www.nba.com/team/1610612765/traditional/,Detroit Pistons,Kentucky,2011,1,8,8
https://www.nba.com/player/202689/,Kemba Walker,https://www.nba.com/team/1610612766/traditional/,Charlotte Bobcats,Connecticut,2011,1,9,9
https://www.nba.com/player/202690/,Jimmer Fredette,https://www.nba.com/team/1610612749/traditional/,Milwaukee Bucks,Brigham Young,2011,1,10,10
https://www.nba.com/player/202691/,Klay Thompson,https://www.nba.com/team/1610612744/traditional/,Golden State Warriors,Washington State,2011,1,11,11
https://www.nba.com/player/202692/,Alec Burks,https://www.nba.com/team/1610612762/traditional/,Utah Jazz,Colorado,2011,1,12,12
https://www.nba.com/player/202693/,Markieff Morris,https://www.nba.com/team/1610612756/traditional/,Phoenix Suns,Kansas,2011,1,13,13
https://www.nba.com/player/202694/,Marcus Morris Sr.,https://www.nba.com/team/1610612745/traditional/,Houston Rockets,Kansas,2011,1,14,14
https://www.nba.com/player/202695/,Kawhi Leonard,https://www.nba.com/team/1610612754/traditional/,Indiana Pacers,San Diego State,2011,1,15,15
https://www.nba.com/player/202696/,Nikola Vucevic,https://www.nba.com/team/1610612755/traditional/,Philadelphia 76ers,Southern California,2011,1,16,16
https://www.nba.com/player/202697/,Iman Shumpert,https://www.nba.com/team/1610612752/traditional/,New York Knicks,Georgia Tech,2011,1,17,17
https://www.nba.com/player/202698/,Chris Singleton,https://www.nba.com/team/1610612764/traditional/,Washington Wizards,Florida State,2011,1,18,18
https://www.nba.com/player/202699/,Tobias Harris,https://www.nba.com/team/1610612766/traditional/,Charlotte Bobcats,Tennessee,2011,1,19,19
https://www.nba.com/player/202700/,Donatas Motiejunas,https://www.nba.com/team/1610612750/traditional/,Minnesota Timberwolves,Universo Treviso Basket (Italy),2011,1,20,20
https://www.nba.com/player/202701/,Nolan Smith,https://www.nba.com/team/1610612757/traditional/,Portland Trail Blazers,Duke,2011,1,21,21
https://www.nba.com/player/202702/,Kenneth Faried,https://www.nba.com/team/1610612743/traditional/,Denver Nuggets,Morehead State,2011,1,22,22
https://www.nba.com/player/202703/,Nikola Mirotic,https://www.nba.com/team/1610612745/traditional/,Houston Rockets,Real Madrid Baloncesto (Spain),2011,1,23,23
https://www.nba.com/player/202704/,Reggie Jackson,https://www.nba.com/team/1610612760/traditional/,Oklahoma City Thunder,Boston College,2011,1,24,24
https://www.nba.com/player/202705/,MarShon Brooks,https://www.nba.com/team/1610612738/traditional/,Boston Celtics,Providence,2011,1,25,25
https://www.nba.com/player/202706/,Jordan Hamilton,https://www.nba.com/team/1610612742/traditional/,Dallas Mavericks,Texas,2011,1,26,26
https://www.nba.com/player/202707/,JaJuan Johnson,https://www.nba.com/team/1610612751/traditional/,New Jersey Nets,Purdue,2011,1,27,27
https://www.nba.com/player/202708/,Norris Cole,https://www.nba.com/team/1610612741/traditional/,Chicago Bulls,Cleveland State,2011,1,28,28
https://www.nba.com/player/202709/,Cory Joseph,https://www.nba.com/team/1610612759/traditional/,San Antonio Spurs,Texas,2011,1,29,29
https://www.nba.com/player/202710/,Jimmy Butler,https://www.nba.com/team/1610612741/traditional/,Chicago Bulls,Marquette,2011,1,30,30
https://www.nba.com/player/202711/,Bojan Bogdanovic,https://www.nba.com/team/1610612748/traditional/,Miami Heat,KK Partizan (Serbia),2011,2,1,31
https://www.nba.com/player/202712/,Justin Harper,https://www.nba.com/team/1610612739/traditional/,Cleveland Cavaliers,Richmond,2011,2,2,32
https://www.nba.com/player/202713/,Kyle Singler,https://www.nba.com/team/1610612765/traditional/,Detroit Pistons,Duke,2011,2,3,33
https://www.nba.com/player/202714/,Shelvin Mack,https://www.nba.com/team/1610612764/traditional/,Washington Wizards,Butler,2011,2,4,34
https://www.nba.com/player/202715/,Tyler Honeycutt,https://www.nba.com/team/1610612758/traditional/,Sacramento Kings,California-Los Angeles,2011,2,5,35
https://www.nba.com/player/202716/,Jordan Williams,https://www.nba.com/team/1610612751/traditional/,New Jersey Nets,Maryland,2011,2,6,36
https://www.nba.com/player/202717/,Trey Thompkins,https://www.nba.com/team/1610612746/traditional/,Los Angeles Clippers,Georgia,2011,2,7,37
https://www.nba.com/player/202718/,Chandler Parsons,https://www.nba.com/team/1610612745/traditional/,Houston Rockets,Florida,2011,2,8,38
https://www.nba.com/player/202719/,Jeremy Tyler,https://www.nba.com/team/1610612766/traditional/,Charlotte Bobcats,Tokyo Apache (Japan),2011,2,9,39
https://www.nba.com/player/202720/,Jon Leuer,https://www.nba.com/team/1610612749/traditional/,Milwaukee Bucks,Wisconsin,2011,2,10,40
https://www.nba.com/player/202721/,Darius Morris,https://www.nba.com/team/1610612747/traditional/,Los Angeles Lakers,Michigan,2011,2,11,41
https://www.nba.com/player/202722/,Davis Bertans,https://www.nba.com/team/1610612754/traditional/,Indiana Pacers,KK Olimpija (Slovenia),2011,2,12,42
https://www.nba.com/player/202723/,Malcolm Lee,https://www.nba.com/team/1610612741/traditional/,Chicago Bulls,California-Los Angeles,2011,2,13,43
https://www.nba.com/player/202724/,Charles Jenkins,https://www.nba.com/team/1610612744/traditional/,Golden State Warriors,Hofstra,2011,2,14,44
https://www.nba.com/player/202725/,Josh Harrellson,https://www.nba.com/team/1610612740/traditional/,New Orleans Hornets,Kentucky,2011,2,15,45
https://www.nba.com/player/202726/,Andrew Goudelock,https://www.nba.com/team/1610612747/traditional/,Los Angeles Lakers,College of Charleston,2011,2,16,46
https://www.nba.com/player/202727/,Travis Leslie,https://www.nba.com/team/1610612746/traditional/,Los Angeles Clippers,Georgia,2011,2,17,47
https://www.nba.com/player/202728/,Keith Benson,https://www.nba.com/team/1610612737/traditional/,Atlanta Hawks,Oakland,2011,2,18,48
https://www.nba.com/player/202729/,Josh Selby,https://www.nba.com/team/1610612763/traditional/,Memphis Grizzlies,Kansas,2011,2,19,49
https://www.nba.com/player/202730/,Lavoy Allen,https://www.nba.com/team/1610612755/traditional/,Philadelphia 76ers,Temple,2011,2,20,50
https://www.nba.com/player/202739/,Jon Diebler,https://www.nba.com/team/1610612757/traditional/,Portland Trail Blazers,Ohio State,2011,2,21,51
https://www.nba.com/player/202731/,Vernon Macklin,https://www.nba.com/team/1610612765/traditional/,Detroit Pistons,Florida,2011,2,22,52
https://www.nba.com/player/202732/,DeAndre Liggins,https://www.nba.com/team/1610612753/traditional/,Orlando Magic,Kentucky,2011,2,23,53
https://www.nba.com/player/202733/,MIlan Macvan,https://www.nba.com/team/1610612739/traditional/,Cleveland Cavaliers,Maccabi Tel Aviv B.C. (Israel),2011,2,24,54
https://www.nba.com/player/202734/,E'Twaun Moore,https://www.nba.com/team/1610612738/traditional/,Boston Celtics,Purdue,2011,2,25,55
https://www.nba.com/player/202624/,Chukwudiebere Maduabum,https://www.nba.com/team/1610612747/traditional/,Los Angeles Lakers,Bakersfield Jam (D-League),2011,2,26,56
https://www.nba.com/player/202735/,Tanguy Ngombo,https://www.nba.com/team/1610612742/traditional/,Dallas Mavericks,Al Rayyan Basketball Team (Qatar),2011,2,27,57
https://www.nba.com/player/202736/,Ater Majok,https://www.nba.com/team/1610612747/traditional/,Los Angeles Lakers,Gold Coast Blaze (Australia),2011,2,28,58
https://www.nba.com/player/202737/,Adam Hanga,https://www.nba.com/team/1610612759/traditional/,San Antonio Spurs,Alba Fehervar (Hungary),2011,2,29,59
https://www.nba.com/player/202738/,Isaiah Thomas,https://www.nba.com/team/1610612758/traditional/,Sacramento Kings,Washington,2011,2,30,60